claim_id,adjudication_outcome,classification,published_status,audit_status,evidence_qualifications,evidence_tiers,source_independence,model_tiers,unresolved_replication_classes,claim_family,statement,model_domain,uncertainty_boundary,falsifier,adjudication,reviewer,last_verified_on,source_locations,evidence_artifacts
PD-CLAIM-192,supported,registered_inertia_bias_transport_falsification_contract,supported_at_declared_reduced_contact_tier,two_native_engines_contact_power_branch_geometry_refinement_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,spatial_reduced,none_declared,ch06cc_spatial_forward_contact,"Operator identity, model digest, transport gates, force and power closure, branch identity, contiguous-duration, geometry, and refinement tests jointly define fail-closed falsifiers without supporting human prescription.",Committed two-engine forward-contact release evidence.,"No subject, muscle, tissue calibration, or performance benefit is tested.",Any registered falsifier fails or the paper presents a coaching prescription.,"All chapter passages were checked against regenerated MuJoCo/Pinocchio WSL evidence; shared versus independent components, contiguous duration, virtual work, geometry, numerical residual, and nonhuman boundaries are explicit.",Codex technical audit,2026-08-21,docs/research/proximal_distal_energy_transfer/chapters/_ch06cc_spatial_forward_contact.qmd:263 | docs/research/proximal_distal_energy_transfer/chapters/_ch06cc_spatial_forward_contact.qmd:265 | docs/research/proximal_distal_energy_transfer/chapters/_ch06cc_spatial_forward_contact.qmd:278,docs/research/proximal_distal_energy_transfer/data/spatial_forward_contact_study.json | docs/research/proximal_distal_energy_transfer/data/spatial_forward_contact_study.npz | scripts/research/proximal_distal_energy/spatial_forward_contract.py | scripts/research/proximal_distal_energy/spatial_forward_engines.py | scripts/research/proximal_distal_energy/spatial_forward_study.py | scripts/research/proximal_distal_energy/run_spatial_forward_contact_study.py | tests/research/test_spatial_forward_contact.py
PD-CLAIM-193,supported,platform_and_next_model_boundary,explicit_reproduction_and_research_boundary,two_native_engines_contact_power_branch_geometry_refinement_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,spatial_reduced,none_declared,ch06cc_spatial_forward_contact,"Native Pinocchio reproduction is Linux/WSL-specific and fail-closed against the unrelated Windows stub; the next scientific transport requires articulated arms and a distributed shaft, not more carriage-model confidence.",Qualified platform-specific reproduction and next-tier plan.,Platform success is not scientific generalization; higher-order model results remain open.,A stub is accepted or carriage results are treated as completion of anatomical transport.,"All chapter passages were checked against regenerated MuJoCo/Pinocchio WSL evidence; shared versus independent components, contiguous duration, virtual work, geometry, numerical residual, and nonhuman boundaries are explicit.",Codex technical audit,2026-08-21,docs/research/proximal_distal_energy_transfer/chapters/_ch06cc_spatial_forward_contact.qmd:286 | docs/research/proximal_distal_energy_transfer/chapters/_ch06cc_spatial_forward_contact.qmd:301,docs/research/proximal_distal_energy_transfer/data/spatial_forward_contact_study.json | docs/research/proximal_distal_energy_transfer/data/spatial_forward_contact_study.npz | scripts/research/proximal_distal_energy/spatial_forward_contract.py | scripts/research/proximal_distal_energy/spatial_forward_engines.py | scripts/research/proximal_distal_energy/spatial_forward_study.py | scripts/research/proximal_distal_energy/run_spatial_forward_contact_study.py | tests/research/test_spatial_forward_contact.py
PD-CLAIM-194,supported,frame_reference_and_virtual_work_identity,supported_to_declared_numerical_tolerance,frames_biology_refinement_and_human_boundary_checked,project_executable_or_data,project_executable_or_generated,project_only,declared_model_tier_unclassified,none_declared,ch07b_frames_biology_engines,"Proper rotations, reference-point transport, and Jacobian transpose mapping preserve physical power to floating-point tolerance under the declared wrench/twist convention.",Deterministic algebraic three-dimensional samples.,"Closure verifies implementation identities, not measured accuracy or model validity.",Any properly paired transformation changes power beyond 1e-11 W.,Every passage in the frame/biological chapter and experimental protocol chapter was reviewed against regenerated evidence and the verified #8555/#8556 external state.,Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:5 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:12 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:21 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:23 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:33 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:44 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:55 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:67 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:77 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:83 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:85 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:97,docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.json | docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.npz | scripts/research/proximal_distal_energy/advanced_biological_bridge.py | scripts/research/proximal_distal_energy/run_advanced_biological_bridge.py | tests/research/test_advanced_biological_bridge.py
PD-CLAIM-195,supported,reduced_muscle_redundancy_identifiability,supported_at_reduced_hill_type_tier,frames_biology_refinement_and_human_boundary_checked,project_executable_or_data,project_executable_or_generated,project_only,declared_model_tier_unclassified,none_declared,ch07b_frames_biology_engines,A net generalized moment does not uniquely identify muscle forces; a reduced agonist-antagonist family closes the same 10 N m moment while internal-force proxies vary.,Generic isometric Hill-type pair with constant moment arms.,"The stiffness and energy values are proxies and do not identify anatomy, effort, injury, or preferred co-contraction.",Moment closure fails or the internal-force family is unique under the stated underdetermined map.,Every passage in the frame/biological chapter and experimental protocol chapter was reviewed against regenerated evidence and the verified #8555/#8556 external state.,Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:104 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:113 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:122 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:130 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:132,docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.json | docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.npz | scripts/research/proximal_distal_energy/advanced_biological_bridge.py | scripts/research/proximal_distal_energy/run_advanced_biological_bridge.py | tests/research/test_advanced_biological_bridge.py | docs/research/proximal_distal_energy_transfer/data/claim_numeric_reported_values.json
PD-CLAIM-196,supported,reduced_preparation_history_with_numerical_boundary,direction_stable_magnitude_nonconverged,frames_biology_refinement_and_human_boundary_checked,project_executable_or_data,project_executable_or_generated,project_only,declared_model_tier_unclassified,none_declared,ch07b_frames_biology_engines,"Reduced activation and series-force states make preparation history observable, but the persistent-direction advantage is below one percent at the published step and its magnitude is not timestep converged.",Generic four-channel first-order activation and series-force model.,"No scapular mechanism, passive wrist, physiological benefit, or performance effect is established.",The sign disappears on the registered step grid or a quantitative physiological claim is made from the nonconverged magnitude.,Every passage in the frame/biological chapter and experimental protocol chapter was reviewed against regenerated evidence and the verified #8555/#8556 external state.,Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:139 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:151 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:157 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:163 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:165 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:176,docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.json | docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.npz | scripts/research/proximal_distal_energy/advanced_biological_bridge.py | scripts/research/proximal_distal_energy/run_advanced_biological_bridge.py | tests/research/test_advanced_biological_bridge.py
PD-CLAIM-197,supported,engine_capability_and_representation_boundary,supported_for_coordinate_representation_only,frames_biology_refinement_and_human_boundary_checked,project_executable_or_data,project_executable_or_generated,project_only,declared_model_tier_unclassified,none_declared,ch07b_frames_biology_engines,"The engine ladder separates executed reduced results from proposed Drake, OpenSim, and MyoSuite validation; five adapter round trips test coordinate representation only.",Lightweight adapter encode/decode plus declared engine roles.,"No five-engine dynamics, contact, anatomy, or human parity is established.",Optional capability or adapter parity is presented as executed dynamics or human validation.,Every passage in the frame/biological chapter and experimental protocol chapter was reviewed against regenerated evidence and the verified #8555/#8556 external state.,Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:184 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:187 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:189 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:191 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:197 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:205 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:214,docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.json | docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.npz | scripts/research/proximal_distal_energy/advanced_biological_bridge.py | scripts/research/proximal_distal_energy/run_advanced_biological_bridge.py | tests/research/test_advanced_biological_bridge.py
PD-CLAIM-198,untested,explicit_open_research_and_falsification_boundary,explicitly_untested_next_tiers,frames_biology_refinement_and_human_boundary_checked,project_executable_or_data,project_executable_or_generated | prospective_or_unexecuted,project_only,declared_model_tier_unclassified,governed_human_data_unavailable | prospective_experiment_open,ch07b_frames_biology_engines,"The next executable tiers require dynamic-state parity, subject-scaled paths, activation-driven replay, multi-objective optimization, and governed synchronized measurement before biological fitting.",Repository-managed research plan.,Actionability does not imply that any listed result has been executed.,An unexecuted tier is described as completed evidence.,Every passage in the frame/biological chapter and experimental protocol chapter was reviewed against regenerated evidence and the verified #8555/#8556 external state.,Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:222 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:224 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:241 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:248 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:250 | docs/research/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd:266,docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.json | docs/research/proximal_distal_energy_transfer/data/advanced_biological_bridge.npz | scripts/research/proximal_distal_energy/advanced_biological_bridge.py | scripts/research/proximal_distal_energy/run_advanced_biological_bridge.py | tests/research/test_advanced_biological_bridge.py
PD-CLAIM-199,untested,governed_human_acquisition_boundary,untested_no_governed_human_data,frames_biology_refinement_and_human_boundary_checked,governed_human_validation_open | project_executable_or_data,project_derivation_or_document | project_executable_or_generated | prospective_or_unexecuted,project_only,human_or_external_evidence,governed_human_data_unavailable | prospective_experiment_open,ch06e_experimental_protocol,"The participant-held-out bilateral-wrench protocol is implemented, but no qualifying governed human dataset was found; all human hypotheses remain untested and synthetic or literature-only substitutes are prohibited.",Frozen acquisition and analysis contract; no governed participant outcomes.,"Public instrumented-grip papers are design references, not participant-level data authorities satisfying the contract.",Human support is claimed without qualifying governed held-out data or synthetic/digitized evidence is substituted.,Every passage in the frame/biological chapter and experimental protocol chapter was reviewed against regenerated evidence and the verified #8555/#8556 external state.,Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:5 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:15 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:29 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:38 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:40 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:47 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:53 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:60 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:69 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:79 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:86 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:94 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:103 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:113 | docs/research/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd:119,docs/research/proximal_distal_energy_transfer/data/experimental_protocol_v1.json | docs/research/proximal_distal_energy_transfer/data/experimental_protocol_dry_run.json | docs/research/proximal_distal_energy_transfer/EXPERIMENTAL_FALSIFICATION_PROTOCOL.md | scripts/research/proximal_distal_energy/experimental_protocol.py | tests/research/test_experimental_falsification_protocol.py
PD-CLAIM-200,inconclusive,mechanism_identifiability_and_literature_boundary,partly_supported_mechanics_biological_allocation_unidentified,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,two_hand_or_bilateral,mixed_or_insufficient_evidence,ch06bc_torque_allocation_preload,Direct wrist moment and the moment of separated hand forces are mechanically distinguishable but not uniquely recoverable from club kinematics; current EMG and grip literature motivates rather than identifies allocation.,Same-state club mechanics plus observational literature.,"Scapular or wrist EMG does not establish hand-force direction, joint torque, or a unique club-moment pathway.",Kinematics alone uniquely recover bilateral allocation or cited EMG is presented as torque/pathway proof.,"All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:5 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:12 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:21 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:34 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:42 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:53,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-201,supported,matched_task_allocation_equivalence,supported_for_declared_same_state_task,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,planar_reduced | two_hand_or_bilateral,none_declared,ch06bc_torque_allocation_preload,"Minimum-norm proximal and wrist control subspaces and their convex mixtures reproduce the same 8 N m same-state club task, with direct wrist moment plus grip-force couple closing to machine precision.",Planar constrained two-arm model at 19 geometries and 21 allocation fractions.,The proximal subspace is generalized shoulder/elbow torque and is not a measured scapular action.,Task error exceeds 1e-10 N m or moment partition fails closure.,"All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:62 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:72 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:80 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:88,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-202,supported,geometry_and_objective_dependent_internal_demand,supported_for_declared_unweighted_metrics,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,planar_reduced | two_hand_or_bilateral,none_declared,ch06bc_torque_allocation_preload,"Task-equivalent allocations have geometry-dependent hand-force and generalized-torque demands, so no allocation optimum exists without an explicitly weighted multi-objective cost.",Synthetic planar allocation surface.,"RMS hand force and Euclidean generalized-torque norm are not physiological effort, safety, comfort, or accuracy measures.",One allocation minimizes every preregistered objective across geometry or the paper asserts a universal optimum.,"All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:90 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:97 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:99,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-203,supported,operational_dead_zone_and_history_contract,supported_as_phenomenological_model_definition,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,two_hand_or_bilateral,none_declared,ch06bc_torque_allocation_preload,The transmission experiment defines slack narrowly as zero transmitted torque in a synthetic rotational dead zone and compares persistent-direction and complete-role-reversal histories without state reset.,Two abstract first-order dead-zone channels.,The parameters are manufactured and the preparation interval is not an anatomical backswing.,"The model is described as literal tendon, wrist, grip, or scapular backlash.","All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:107 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:122 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:128 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:136 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:144 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:146,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-204,supported,conditional_preload_continuity_with_equivalence_region,conditional_on_declared_dead_zone_family,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,two_hand_or_bilateral,none_declared,ch06bc_torque_allocation_preload,"At the declared positive dead zone, persistent direction preserves transmission and lowers torque-error impulse; zero-sample occupancies are resolution-bounded, and zero dead zone makes the programs equivalent.",Four dead zones by three time constants with a 0.1 ms temporal grid.,"All nine positive-dead-zone cases favor persistence, all three zero-dead-zone cases are equivalent, and no biological dead zone has been identified.","The advantage persists when the defining dead zone is removed, reverses within the registered grid, or temporal precision exceeds its one-step bracket.","All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:148 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:158 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:165 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:175,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-205,supported,critical_strategy_comparison_boundary,no_universal_strategy_supported,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated,project_only,two_hand_or_bilateral,none_declared,ch06bc_torque_allocation_preload,"Persistent arm drive has only a conditional advantage under the backlash-like transmission law; wrist-led preparation may trade proximal load, elastic storage, or accuracy in ways the current model does not price.",Comparison of two extreme command allocations in reduced models.,"Neither extreme maps uniquely to anatomy or includes calibrated elasticity, neural control, fatigue, injury, or accuracy.",Either extreme is presented as universally superior or as a coaching prescription.,"All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:186 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:188 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:195,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-206,untested,registered_measurement_and_human_falsification_gate,untested_no_governed_human_data,allocation_closure_transmission_sensitivity_and_boundaries_checked,project_executable_or_data,project_executable_or_generated | prospective_or_unexecuted,project_only,human_or_external_evidence | two_hand_or_bilateral,governed_human_data_unavailable | prospective_experiment_open,ch06bc_torque_allocation_preload,"Bilateral six-axis wrenches, pressure, constrained inverse dynamics, stiffness/delay, EMG, shaft, launch, and participant holdout are required to test the allocation and preload predictions; those human results remain unexecuted.",Frozen prospective measurement plan.,EMG timing alone and net club wrench are insufficient to identify the bilateral pathway.,"Measured allocation forces or delays fail the prediction, held-out benefit disappears, or human support is claimed without the registered modalities.","All chapter passages were checked against regenerated allocation and transmission evidence, original-source boundaries, explicit numerical equivalence, temporal resolution, and the governed human-data gate.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:204 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:207 | docs/research/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd:220 | docs/research/proximal_distal_energy_transfer/chapters/_ch09_conclusions.qmd:135 | docs/research/proximal_distal_energy_transfer/chapters/_ch09_conclusions.qmd:152,docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.json | docs/research/proximal_distal_energy_transfer/data/torque_allocation_preload_study.npz | scripts/research/proximal_distal_energy/torque_allocation_preload.py | scripts/research/proximal_distal_energy/run_torque_allocation_preload_study.py | tests/research/test_torque_allocation_preload.py | tests/research/test_torque_allocation_preload_evidence.py
PD-CLAIM-207,supported,evidence_provenance_and_selection,supported_by_deterministic_reconciliation,independent_evidence_reconciliation_and_scope_correction_checked,project_executable_or_data,project_executable_or_generated,project_only,compliant_shaft | cross_tier_synthesis | planar_reduced,none_declared,ch07_results,"The committed evidence contains 92 attempted programs, 63 accepted registered deliveries, 29 reason-coded exclusions, and the four reported 60 N m representatives.",Planar two-link model and finite registered command grids.,"Acceptance is a registered planar delivery-zone rule, not observed impact quality.","Attempt counts, status counts, representative rows, or displayed values fail exact reconciliation.","Every displayed selection, percentage, work ledger, exclusion count, and robustness statement was reconciled to committed evidence. The blanket 12 percent claim was corrected to 12.4 and 7.8 percent.",Codex technical audit,2026-08-13,docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:3 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:13 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:17 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:22 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:24 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:29 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_results.qmd:31 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:3 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:15 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:29 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:39 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:44 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:52 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:85 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:105 | docs/research/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd:179 | docs/research/proximal_distal_energy_transfer/chapters/_appendices.qmd:116,docs/research/proximal_distal_energy_transfer/data/results_chapter_audit.json | docs/research/proximal_distal_energy_transfer/data/e1_sweep.json | docs/research/proximal_distal_energy_transfer/data/results_summary.json | docs/research/proximal_distal_energy_transfer/data/representative_traces.npz | docs/research/proximal_distal_energy_transfer/data/e1b_bounded_sweep.json | docs/research/proximal_distal_energy_transfer/data/e1c_sensitivity.json | docs/research/proximal_distal_energy_transfer/data/e1d_parameter_sensitivity.json | docs/research/proximal_distal_energy_transfer/data/e1e_smooth_command_sensitivity.json | scripts/research/proximal_distal_energy/audit_results_chapter.py | tests/research/test_results_chapter_audit.py | docs/research/proximal_distal_energy_transfer/data/claim_numeric_reported_values.json
